title,genres
"Grudge 3, The (2009)",Horror
Eden Lake (2008),Horror
Coraline (2009),Animation
Chocolate (2008),Action
Push (2009),Sci-Fi
"International, The (2009)",Drama
Two Lovers (2008),Drama
He's Just Not That Into You (2009),Comedy
Numbskull Emptybrook (Uuno Turhapuro) (1973),Comedy
Futurama: Into the Wild Green Yonder (2009),Action
Frontière(s) (2007),Drama
Comet in Moominland (1992),Adventure
Afro Samurai: Resurrection (2009),Animation
Departures (Okuribito) (2008),Drama
My Name Is Bruce (2007),Comedy
Funny People (2009),Comedy
Nuremberg (2000),Drama
Mystery Team (2009),Comedy
Tyler Perry's Madea Goes to Jail (2009),Comedy
Away We Go (2009),Comedy
"Unsuspected, The (1947)",Drama
"Divo, Il (2008)",Drama
"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom) (2008)",Action
"Pink Panther 2, The (2009)",Adventure
Far Cry (2008),Action
Rock-A-Doodle (1991),Adventure
Dr. Horrible's Sing-Along Blog (2008),Comedy
"I Love You, Man (2009)",Comedy
Duplicity (2009),Crime
Knowing (2009),Action
Ong-Bak 2: The Beginning (Ong Bak 2) (2008),Action
"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)",Crime
Sunshine Cleaning (2008),Comedy
Kung Fu Panda: Secrets of the Furious Five (2008),Action
Echelon Conspiracy (2009),Action
Monsters vs. Aliens (2009),Animation
Sita Sings the Blues (2008),Animation
Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
"Baader Meinhof Komplex, Der (2008)",Action
Anvil! The Story of Anvil (2008),Documentary
Observe and Report (2009),Action
Adventureland (2009),Comedy
Confessions of a Shopaholic (2009),Comedy
The Butterfly Effect 3: Revelations (2009),Drama
Dragonball Evolution (2009),Action
"Fast & Furious (Fast and the Furious 4, The) (2009)",Action
Superstar: The Karen Carpenter Story (1988),Drama
In the Loop (2009),Comedy
Pirate Radio (2009),Comedy
Apollo 13: To the Edge and Back (1994),Documentary
17 Again (2009),Comedy
Nana (2005),Drama
Inglourious Basterds (2009),Action
State of Play (2009),Crime
"Damned United, The (2009)",Drama
Crank: High Voltage (2009),Action
Moon (2009),Drama
"Young Victoria, The (2009)",Drama
X-Men Origins: Wolverine (2009),Action
"Girlfriend Experience, The (2009)",Drama
Sin Nombre (2009),Crime
Star Trek (2009),Action
"Great Buck Howard, The (2008)",Comedy
Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia) (2009),Action
Stanley Kubrick: A Life in Pictures (2001),Documentary
Angels & Demons (2009),Crime
"Seduction of Joe Tynan, The (1979)",Drama
Fanboys (2009),Adventure
Terminator Salvation (2009),Action
Night at the Museum: Battle of the Smithsonian (2009),Action
Were the World Mine (2008),Adventure
Every Little Step (2008),Documentary
"Brothers Bloom, The (2008)",Adventure
Paisan (Paisà) (1946),Drama
Shall We Kiss? (Un baiser s'il vous plait) (2007),Comedy
Chop Shop (2007),Drama
"Soloist, The (2009)",Drama
Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997),Action
Drag Me to Hell (2009),Comedy
Up (2009),Adventure
Fullmetal Alchemist the Movie: Conqueror of Shamballa (Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono) (2005),Action
Dance Flick (2009),Comedy
"Summer Hours (Heure d'été, L') (2008)",Drama
Fired Up (2009),Comedy
In the Electric Mist (2009),Drama
"Hangover, The (2009)",Comedy
Antichrist (2009),Drama
Berlin Alexanderplatz (1980),Drama
New in Town (2009),Comedy
Dead Snow (Død snø) (2009),Action
Land of the Lost (2009),Action
"Clique, The (2008)",Comedy
"Taking of Pelham 1 2 3, The (2009)",Crime
"Proposal, The (2009)",Comedy
Year One (2009),Adventure
Tyson (2008),Documentary
"Hurt Locker, The (2008)",Action
Breakfast with Scot (2007),Drama
"Limits of Control, The (2009)",Crime
Raiders of the Lost Ark: The Adaptation (1989),Action
Transformers: Revenge of the Fallen (2009),Action
Home (2009),Documentary
"File on Thelma Jordan, The (1950)",Crime
Whatever Works (2009),Comedy
Ghosts of Girlfriends Past (2009),Comedy
Public Enemies (2009),Crime
Ice Age: Dawn of the Dinosaurs (2009),Action
Prison Break: The Final Break (2009),Action
Daria: Is It College Yet? (2002),Animation
My Sister's Keeper (2009),Drama
Hood of Horror (2006),Comedy
Watchmen: Tales of the Black Freighter (2009),Action
(500) Days of Summer (2009),Comedy
Through the Olive Trees (Zire darakhatan zeyton) (1994),Drama
Brüno (Bruno) (2009),Comedy
"Librarian, The: The Curse of the Judas Chalice (2008)",Action
Men of War (1994),Action
Harry Potter and the Half-Blood Prince (2009),Adventure
Roots (1977),Drama
"Group, The (1966)",Drama
"Fast and the Furious, The (1955)",Crime
"Imaginarium of Doctor Parnassus, The (2009)",Drama
Shiver (Eskalofrío) (2008),Horror
'Neath the Arizona Skies (1934),Western
Orphan (2009),Drama
"Ugly Truth, The (2009)",Comedy
Wild River (1960),Drama
High Hopes (1988),Comedy
Aliens in the Attic (2009),Adventure
District 9 (2009),Mystery
Julie & Julia (2009),Comedy
Race to Witch Mountain (2009),Adventure
G.I. Joe: The Rise of Cobra (2009),Action
Cold Souls (2009),Comedy
Introducing Dorothy Dandridge (1999),Drama
Jerusalema (Gangster's Paradise: Jerusalema) (2008),Action
Wings of Hope (Julianes Sturz in den Dschungel) (2000),Adventure
Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007),Action
"Deal, The (2008)",Comedy
"Goods: Live Hard, Sell Hard, The (2009)",Comedy
Adam (2009),Drama
Gigantic (2008),Comedy
"Time Traveler's Wife, The (2009)",Drama
"I Love You, Beth Cooper (2009)",Comedy
Huhwihaji Anha (No Regret) (2006),Drama
G-Force (2009),Action
Bronson (2009),Action
Little Richard (2000),Drama
"Curiosity of Chance, The (2006)",Comedy
Lorna's Silence (Le silence de Lorna) (2008),Drama
It Might Get Loud (2008),Documentary
Post Grad (2009),Comedy
To Each His Own Cinema (Chacun son cinéma ou Ce petit coup au coeur quand la lumière s'éteint et que le film commence) (2007),Comedy
Troll 2 (1990),Fantasy
Taking Woodstock (2009),Comedy
Halloween II (2009),Horror
"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",Crime
9 (2009),Adventure
"Three Musketeers, The (1933)",Action
Frequently Asked Questions About Time Travel (2009),Comedy
"White Ribbon, The (Das weiße Band) (2009)",Drama
"Most Hated Family in America, The (2007)",Documentary
Pandorum (2009),Horror
"Men Who Stare at Goats, The (2009)",Action
Padre padrone (1977),Drama
Jennifer's Body (2009),Comedy
"Informant!, The (2009)",Comedy
Extract (2009),Comedy
"Final Destination, The (Final Destination 4) (Final Destination in 3-D, The) (2009)",Horror
Gamer (2009),Action
Cloudy with a Chance of Meatballs (2009),Animation
"Food, Inc. (2008)",Documentary
Thirst (Bakjwi) (2009),Drama
Terra (a.k.a. Battle for Terra) (2007),Adventure
Paranormal Activity (2009),Horror
"Not Quite Hollywood: The Wild, Untold Story of Ozploitation! (2008)",Documentary
"3 Worlds of Gulliver, The (1960)",Adventure
World's Greatest Dad (2009),Comedy
"Black God, White Devil (Deus e o Diabo na Terra do Sol) (1964)",Adventure
Still Walking (Aruitemo aruitemo) (2008),Drama
Wanted (2009),Action
"Cove, The (2009)",Documentary
"Serious Man, A (2009)",Comedy
City Island (2009),Comedy
Ink (2009),Action
Grace (2009),Drama
"Haunted World of El Superbeasto, The (2009)",Action
Whip It (2009),Comedy
"Invention of Lying, The (2009)",Comedy
A-Haunting We Will Go (1942),Comedy
Surrogates (2009),Action
Next Day Air (2009),Action
Zombieland (2009),Action
Whiteout (2009),Action
"Education, An (2009)",Drama
Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land) (2008),Documentary
Werner Herzog Eats His Shoe (1980),Documentary
Couples Retreat (2009),Comedy
Deadgirl (2008),Horror
I Sell the Dead (2008),Comedy
Where the Wild Things Are (2009),Adventure
Earth Entranced (Terra em Transe) (1967),Drama
Reckless (1984),Comedy
Legionnaire (1998),Action
"New York, I Love You (2009)",Drama
Law Abiding Citizen (2009),Drama
Amelia (2009),Drama
Mary and Max (2009),Animation
Up in the Air (2009),Drama
Monsters vs Aliens: Mutant Pumpkins from Outer Space (2009),Animation
Balance (1989),Animation
Vampire Girl vs. Frankenstein Girl (Kyûketsu Shôjo tai Shôjo Furanken) (2009),Action
Saw VI (2009),Crime
Michael Jackson's This Is It (2009),Documentary
Cirque du Freak: The Vampire's Assistant (2009),Action
Good Hair (2009),Comedy
Black Dynamite (2009),Action
Big Fan (2009),Comedy
Astro Boy (2009),Action
Gentlemen Broncos (2009),Comedy
Fantastic Mr. Fox (2009),Adventure
"Christmas Carol, A (2009)",Animation
Battlestar Galactica: The Plan (2009),Action
Partly Cloudy (2009),Animation
Grey Gardens (2009),Drama
2012 (2009),Action
"Box, The (2009)",Drama
Broken Embraces (Los abrazos rotos) (2009),Drama
"Fourth Kind, The (2009)",Horror
Precious (2009),Drama
Bad Lieutenant: Port of Call New Orleans (2009),Crime
"Twilight Saga: New Moon, The (2009)",Drama
"Messenger, The (2009)",Drama
Ninja Assassin (2009),Action
Merry Madagascar (2009),Animation
Brothers (2009),Drama
"Fly, The (Légy, A) (1980)",Animation
"Billy Blazes, Esq. (1919)",Comedy
Sleep Dealer (2008),Sci-Fi
"Blind Side, The  (2009)",Drama
Zorn's Lemma (1970),Drama
Limit (Limite) (1931),Drama
Shrink (2009),Drama
Old Dogs (2009),Comedy
Planet 51 (2009),Adventure
"Single Man, A (2009)",Drama
"Lovely Bones, The (2009)",Crime
Invictus (2009),Drama
"Princess and the Frog, The (2009)",Animation
Everybody's Fine (2009),Drama
Armored (2009),Action
Red Chapel (Røde kapel) (2006),Comedy
Flaming Creatures (1963),Drama
Did You Hear About the Morgans? (2009),Comedy
Make the Yuletide Gay (2009),Comedy
Avatar (2009),Action
It's Complicated (2009),Comedy
Sherlock Holmes (2009),Action
Crazy Heart (2009),Drama
Alvin and the Chipmunks: The Squeakquel (2009),Animation
Looking for Eric (2009),Comedy
American Pie Presents: The Book of Love (American Pie 7: The Book of Love) (2009),Comedy
Carriers (2009),Drama
Pontypool (2008),Horror
Youth in Revolt (2009),Comedy
Daybreakers (2010),Action
"Age of Stupid, The (2009)",Documentary
Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009),Drama
Leap Year (2010),Comedy
"Book of Eli, The (2010)",Action
"Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)",Action
"Prophet, A (Un Prophète) (2009)",Crime
Staten Island (2009),Crime
Collapse (2009),Documentary
Mr. Warmth: The Don Rickles Project (2007),Documentary
Blood: The Last Vampire (2009),Action
"Last of England, The (1988)",Drama
"My Son, My Son, What Have Ye Done (2009)",Drama
Soul Kitchen (2009),Comedy
Dragon Hunters (Chasseurs de dragons) (2008),Adventure
Ninja (2009),Action
Hellsing Ultimate OVA Series (2006),Action
"Chaser, The (Chugyeogja) (2008)",Crime
"Rudolph, the Red-Nosed Reindeer (1964)",Adventure
Nowhere Boy (2009),Drama
3 Idiots (2009),Comedy
Legion (2010),Action
Peter Pan (1960),Children
Dante's Inferno Animated (2010),Action
Zach Galifianakis: Live at the Purple Onion (2006),Comedy
When in Rome (2010),Comedy
Edge of Darkness (2010),Drama
Triangle (2009),Drama
I Love You Phillip Morris (2009),Comedy
Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987),Children
Temple Grandin (2010),Drama
"First Day of the Rest of Your Life, The (Le premier jour du reste de ta vie) (2008)",Comedy
"House of the Devil, The (2009)",Horror
Fish Tank (2009),Drama
"Legend of the Red Dragon (a.k.a. New Legend of Shaolin, The) (Hong Xi Guan: Zhi Shao Lin wu zu) (1994)",Action
Valentine's Day (2010),Comedy
"Wolfman, The (2010)",Horror
Shutter Island (2010),Drama
$9.99 (2008),Animation
Persuasion (2007),Drama
"Girl Who Played with Fire, The (Flickan som lekte med elden) (2009)",Action
Percy Jackson & the Olympians: The Lightning Thief (2010),Adventure
Cop Out (2010),Action
"Ghost Writer, The (2010)",Drama
"Spy Next Door, The (2010)",Action
Agora (2009),Adventure
Tom Thumb (1958),Children
Shades of Ray (2008),Comedy
District 13: Ultimatum (Banlieue 13 - Ultimatum) (2009),Action
"Yes Men Fix the World, The (2009)",Documentary
"Crazies, The (2010)",Action
Dear John (2010),Drama
Tooth Fairy (2010),Comedy
Gentlemen of Fortune (Dzhentlmeny udachi) (1972),Comedy
Fermat's Room (La habitación de Fermat) (2007),Mystery
"Room, The (2003)",Comedy
My Name is Khan (2010),Drama
Alice in Wonderland (2010),Adventure
Green Zone (2010),Action
From Paris with Love (2010),Action
Dorian Gray (2009),Drama
Greenberg (2010),Comedy
Brooklyn's Finest (2010),Crime
She's Out of My League (2010),Comedy
Harry Brown (2009),Crime
Remember Me (2010),Drama
Teenage Caveman (2002),Horror
Will Ferrell: You're Welcome America - A Final Night with George W Bush (2009),Comedy
Our Family Wedding (2010),Comedy
"Bounty Hunter, The (2010)",Action
Leaves of Grass (2009),Comedy
Women in Trouble (2009),Comedy
Combat Shock (1986),Drama
North Face (Nordwand) (2008),Adventure
Repo Men (2010),Action
"Apprenticeship of Duddy Kravitz, The (1974)",Comedy
Case 39 (2009),Horror
Oceans (Océans) (2009),Documentary
"Slammin' Salmon, The (2009)",Comedy
Hot Tub Time Machine (2010),Comedy
Mother (Madeo) (2009),Crime
How to Train Your Dragon (2010),Adventure
About Elly (Darbareye Elly) (2009),Drama
Micmacs (Micmacs à tire-larigot) (2009),Comedy
Clash of the Titans (2010),Action
Defendor (2009),Comedy
Kick-Ass (2010),Action
Five Minutes of Heaven (2009),Crime
Date Night (2010),Action
Mark of the Devil (Hexen bis aufs Blut gequält) (1970),Drama
Steam of Life (Miesten vuoro) (2010),Documentary
"Runaways, The (2010)",Drama
Death at a Funeral (2010),Comedy
Valhalla Rising (2009),Action
Diary of a Wimpy Kid (2010),Children
Aria (1987),Comedy
Dogtooth (Kynodontas) (2009),Drama
Red Riding: 1983 (2009),Crime
"Losers, The (2010)",Action
"Last Song, The (2010)",Drama
Cyrus (2010),Comedy
"Human Centipede, The (First Sequence) (2009)",Horror
This Is the Army (1943),Comedy
Exit Through the Gift Shop (2010),Comedy
Iron Man 2 (2010),Action
Cosmos (1980),Documentary
"Nightmare on Elm Street, A (2010)",Fantasy
Four Lions (2010),Comedy
Bobby Deerfield (1977),Drama
Diary of a Nymphomaniac (Diario de una Ninfómana) (2008),Drama
You Don't Know Jack (2010),Drama
12 Angry Men (1997),Crime
Robin Hood (2010),Action
"Red Chapel, The (Røde kapel, Det) (2009)",Comedy
Cemetery Junction (2010),Comedy
Blue Valentine (2010),Drama
Killers (2010),Action
Buried (2010),Mystery
Life After Tomorrow (2006),Documentary
Prince of Persia: The Sands of Time (2010),Action
Artists and Models (1955),Comedy
Please Give (2010),Comedy
Peter & the Wolf (2006),Animation
Ricky Gervais Live: Animals (2003),Comedy
Sex and the City 2 (2010),Comedy
Get Him to the Greek (2010),Comedy
Unthinkable (2010),Drama
"Back-up Plan, The (2010)",Comedy
Splice (2009),Horror
Letters to Juliet (2010),Drama
"41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It, The (2010)",Comedy
Exam (2009),Mystery
Jonah Hex (2010),Action
"A-Team, The (2010)",Action
Toy Story 3 (2010),Adventure
Joan Rivers: A Piece of Work (2010),Documentary
Ricky Gervais Live 3: Fame (2007),Comedy
Winter's Bone (2010),Drama
Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010),Adventure
Everyone Else (Alle Anderen) (2009),Drama
TiMER (2009),Comedy
24: Redemption (2008),Action
"Twilight Saga: Eclipse, The (2010)",Fantasy
"Betrayal, The (Nerakhoon) (2008)",Documentary
Enter the Void (2009),Drama
"Last Airbender, The (2010)",Action
State of Siege (État de siège) (1972),Drama
"Island of Dr. Moreau, The (1977)",Adventure
Empire of Dreams: The Story of the 'Star Wars' Trilogy (2004),Documentary
South Park: Imaginationland (2008),Animation
Kurt Cobain About a Son (2006),Documentary
Predators (2010),Action
Despicable Me (2010),Animation
Inception (2010),Action
Grown Ups (2010),Comedy
Thirst (2008),Drama
"Sorcerer's Apprentice, The (2010)",Action
Swedish Auto (2006),Drama
Knight and Day (2010),Action
Nightwatching (2007),Drama
"Karate Kid, The (2010)",Action
"Kids Are All Right, The (2010)",Comedy
"Serbian Film, A (Srpski film) (2010)",Horror
Cherrybomb (2009),Drama
Batman: Under the Red Hood (2010),Action
Salt (2010),Action
"No. 1 Ladies' Detective Agency, The (2008)",Comedy
Winnebago Man (2009),Comedy
Mr. Nobody (2009),Drama
Dinner for Schmucks (2010),Comedy
"Northerners, The (De noorderlingen) (1992)",Comedy
Ip Man 2 (2010),Action
Charlie St. Cloud (2010),Drama
"Rebound, The (2009)",Comedy
"Other Guys, The (2010)",Action
"Two Escobars, The (2010)",Crime
All Tomorrow's Parties (2009),Documentary
"Expendables, The (2010)",Action
Scott Pilgrim vs. the World (2010),Action
Animal Kingdom (2010),Crime
Centurion (2010),Action
Babies (Bébé(s)) (2010),Documentary
Heartless (2009),Fantasy
Piranha (Piranha 3D) (2010),Action
"Joneses, The (2009)",Comedy
Tekken (2010),Action
Dragon Ball Z: Dead Zone (Doragon bôru Z 1: Ora no Gohan wo kaese) (1989),Action
"American, The (2010)",Drama
"Switch, The (2010)",Comedy
GasLand (2010),Documentary
Hated (1994),Documentary
Machete (2010),Action
Going the Distance (2010),Comedy
"Song to Remember, A (1945)",Drama
Vampires Suck (2010),Comedy
Resident Evil: Afterlife (2010),Action
"Social Network, The (2010)",Drama
"Town, The (2010)",Crime
Easy A (2010),Comedy
Eat Pray Love (2010),Drama
Howl (2010),Drama
I'm Still Here (2010),Comedy
"Patrik Age 1.5 (Patrik 1,5) (2008)",Comedy
Flipped (2010),Comedy
Wall Street: Money Never Sleeps (2010),Drama
Buster Keaton: A Hard Act to Follow (1987),Documentary
Legend of the Guardians: The Owls of Ga'Hoole (2010),Adventure
It's Kind of a Funny Story (2010),Comedy
Voyeur (Abel) (1986),Comedy
Middle Men (2009),Comedy
"Poughkeepsie Tapes, The (2007)",Horror
Alice in Wonderland (1933),Adventure
Let Me In (2010),Drama
Secretariat (2010),Adventure
Lake Mungo (2008),Drama
Devil (2010),Horror
You Again (2010),Comedy
Life as We Know It (2010),Comedy
Catfish (2010),Documentary
You Will Meet a Tall Dark Stranger (2010),Comedy
Inside Job (2010),Documentary
Monsters (2010),Drama
Never Let Me Go (2010),Drama
"Illusionist, The (L'illusionniste) (2010)",Animation
Love Is Colder Than Death (Liebe ist kälter als der Tod) (1969),Comedy
Kaboom (2010),Comedy
Rubber (2010),Action
7 Days (Les 7 jours du talion) (2010),Thriller
Jackass 3D (2010),Action
Restrepo (2010),Documentary
Waiting for 'Superman' (2010),Documentary
Red (2010),Action
Paranormal Activity 2 (2010),Horror
Hereafter (2010),Drama
Black Death (2010),Adventure
Saw VII 3D - The Final Chapter (2010),Horror
Due Date (2010),Comedy
127 Hours (2010),Adventure
Megamind (2010),Action
Black Swan (2010),Drama
Fair Game (2010),Drama
1990: The Bronx Warriors (1990: I guerrieri del Bronx) (1982),Action
Unstoppable (2010),Action
Morning Glory (2010),Comedy
Certified Copy (Copie conforme) (2010),Drama
"Next Three Days, The (2010)",Crime
Biutiful (2010),Drama
"First Beautiful Thing, The (La prima cosa bella) (2010)",Comedy
Harry Potter and the Deathly Hallows: Part 1 (2010),Action
"King's Speech, The (2010)",Drama
Tangled (2010),Animation
"Agony and the Ecstasy of Phil Spector, The (2009)",Documentary
"Art of the Steal, The (2009)",Documentary
"Fighter, The (2010)",Drama
"Romantics, The (2010)",Comedy
Cocaine Cowboys II: Hustlin' With the Godmother (2008),Crime
"Tillman Story, The (2010)",Documentary
"Loved Ones, The (2009)",Horror
London Boulevard (2010),Crime
Skyline (2010),Sci-Fi
Bunny and the Bull (2009),Adventure
Beastly (2011),Drama
Love and Other Drugs (2010),Comedy
"Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010)",Adventure
Tiny Furniture (2010),Comedy
"Tourist, The (2010)",Drama
Rare Exports: A Christmas Tale (Rare Exports) (2010),Action
Nightfall (1957),Crime
All Good Things (2010),Drama
True Grit (2010),Western
Tron: Legacy (2010),Action
Another Year (2010),Drama
How Do You Know (2010),Comedy
Barney's Version (2010),Drama
"Company Men, The (2010)",Drama
Zerophilia (2005),Comedy
I Saw the Devil (Akmareul boatda) (2010),Crime
Little Fockers (2010),Comedy
Gulliver's Travels (2010),Adventure
"Last Circus, The (Balada triste de trompeta) (Sad Trumpet Ballad, A) (2010)",Comedy
"Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers, The (2009)",Documentary
Burlesque (2010),Drama
"Haunted House, The (1921)",Comedy
"Secret World of Arrietty, The (Kari-gurashi no Arietti) (2010)",Animation
Tucker & Dale vs Evil (2010),Comedy
Yogi Bear (2010),Children
Made in Dagenham (2010),Comedy
Waste Land (2010),Documentary
"Goat, The (1921)",Comedy
"Boat, The (1921)",Comedy
Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?) (2010),Documentary
"Green Hornet, The (2011)",Action
"Play House, The (1921)",Comedy
"Paleface, The (1922)",Comedy
"Warrior's Way, The (2010)",Action
Cops (1922),Comedy
Season of the Witch (2011),Adventure
Ricky Gervais Live 4: Science (2010),Comedy
Fern flowers (Fleur de fougère) (1949),Animation
Cowboys & Aliens (2011),Action
Day & Night (2010),Animation
Marwencol (2010),Documentary
Scorpio Rising (1964),(no genres listed)
"Dilemma, The (2011)",Comedy
"Trip, The (2010)",Comedy
Phone Call from a Stranger (1952),Drama
Poetry (Shi) (2010),Drama
Limitless (2011),Sci-Fi
Transcendent Man (2009),Documentary
Wishful Drinking (2010),Documentary
Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha) (2009),Action
"White Stripes Under Great White Northern Lights, The (2009)",Documentary
What Women Want (a.k.a. I Know a Woman's Heart) (2011),Comedy
Home Alone 4 (2002),Children
No Strings Attached (2011),Comedy
"Lincoln Lawyer, The (2011)",Crime
"Rite, The (2011)",Drama
All-Star Superman (2011),Action
Silent Souls (Ovsyanki) (2010),Drama
Unknown (2011),Drama
Cedar Rapids (2011),Comedy
Gnomeo & Juliet (2011),Adventure
Burke and Hare (2010),Comedy
Paul (2011),Adventure
Brother 2 (Brat 2) (2000),Crime
Emma (2009),Comedy
Rango (2011),Action
Take Me Home Tonight (2011),Comedy
Confessions (Kokuhaku) (2010),Drama
"Adjustment Bureau, The (2011)",Romance
Cropsey (2009),Documentary
"Mechanic, The (2011)",Action
Hall Pass (2011),Comedy
"Eagle, The (2011)",Adventure
I Am Number Four (2011),Action
Battle: Los Angeles (2011),Action
Summer Wars (Samâ wôzu) (2009),Adventure
"Sunset Limited, The (2011)",Drama
Mars Needs Moms (2011),Action
Winnie the Pooh and Tigger Too (1974),Animation
Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010),Action
Just Go with It (2011),Comedy
Cave of Forgotten Dreams (2010),Documentary
Red Riding Hood (2011),Fantasy
"Big Mommas: Like Father, Like Son (2011)",Comedy
Super (2010),Action
"Troll Hunter, The (Trolljegeren) (2010)",Fantasy
Source Code (2011),Action
Jane Eyre (2011),Drama
Sucker Punch (2011),Action
"New Daughter, The (2009)",Horror
Eden (2006),Drama
BURN-E (2008),Adventure
Senna (2010),Documentary
Family Guy Presents: It's a Trap (2010),Animation
Insidious (2010),Fantasy
Hobo with a Shotgun (2011),Action
Win Win (2011),Comedy
Boy (2010),Comedy
Diary of a Wimpy Kid: Rodrick Rules (2011),Comedy
Henry's Crime (2010),Comedy
Hop (2011),Animation
13 Assassins (Jûsan-nin no shikaku) (2010),Action
Hanna (2011),Action
American: The Bill Hicks Story (2009),Comedy
Arthur (2011),Comedy
Rio (2011),Adventure
Melancholia (2011),Drama
Thor (2011),Action
Louis C.K.: Hilarious (2010),Comedy
Louis C.K.: Chewed Up (2008),Comedy
Louis C.K.: Shameless (2007),Comedy
Mildred Pierce (2011),Drama
Voices from the List (2004),Documentary
Water for Elephants (2011),Drama
African Cats (2011),Adventure
Socialism (Film socialisme) (2010),Drama
"Fast Five (Fast and the Furious 5, The) (2011)",Action
Idiots and Angels (2008),Animation
Incendies (2010),Drama
Something Borrowed (2011),Comedy
Bridesmaids (2011),Comedy
Priest (2011),Action
"Beaver, The (2011)",Drama
Mothra (Mosura) (1961),Adventure
Pirates of the Caribbean: On Stranger Tides (2011),Action
Midnight in Paris (2011),Comedy
"Kid With a Bike, The (Le gamin au vélo) (2011)",Drama
The Man from Nowhere (2010),Action
"Tree of Life, The (2011)",Drama
"Hangover Part II, The (2011)",Comedy
Destroy All Monsters (Kaijû sôshingeki) (1968),Action
Attack the Block (2011),Action
"Tunnel, The (2011)",Drama
He Ran All the Way (1951),Crime
Kung Fu Panda 2 (2011),Action
X-Men: First Class (2011),Action
Submarine (2010),Comedy
Everything Must Go (2010),Comedy
Beginners (2010),Drama
Super 8 (2011),Mystery
Curly Top (1935),Children
Green Lantern (2011),Action
Elektra Luxx (2010),Comedy
Mr. Popper's Penguins (2011),Comedy
Bad Teacher (2011),Comedy
Transformers: Dark of the Moon (2011),Action
Larry Crowne (2011),Comedy
Your Highness (2011),Action
"Dolly Sisters, The (1945)",Drama
Too Big to Fail (2011),Drama
Takers (2010),Action
Horrible Bosses (2011),Comedy
Cars 2 (2011),Adventure
Savage Messiah (1972),Drama
Page One: Inside the New York Times (2011),Documentary
Burn Notice: The Fall of Sam Axe (2011),Crime
To Sleep with Anger (1990),Drama
Mahler (1974),Drama
"Perfect Host, The (2010)",Crime
Harry Potter and the Deathly Hallows: Part 2 (2011),Action
Drive (2011),Crime
Captain America: The First Avenger (2011),Action
"Crazy, Stupid, Love. (2011)",Comedy
One Day (2011),Drama
"Guard, The (2011)",Comedy
Winnie the Pooh (2011),Animation
"Woman, The (2011)",Horror
Mike's New Car (2002),Animation
"Smurfs, The (2011)",Animation
Dylan Dog: Dead of Night (2010),Comedy
Friends with Benefits (2011),Comedy
Our Idiot Brother (2011),Comedy
"Letter to Elia, A (2010)",Documentary
Rise of the Planet of the Apes (2011),Action
"Change-Up, The (2011)",Comedy
"Help, The (2011)",Drama
30 Minutes or Less (2011),Action
Gantz (2011),Action
Final Destination 5 (2011),Horror
"Conspirator, The (2010)",Drama
"Very Harold & Kumar 3D Christmas, A (2011)",Comedy
Carancho (2010),Crime
Fright Night (2011),Comedy
Another Earth (2011),Drama
Rocky VI (1986) ,Comedy
Hesher (2010),Drama
Stake Land (2010),Horror
"Debt, The (2011)",Drama
Colombiana (2011),Action
Bill Cunningham New York (2011),Documentary
Freakonomics (2010),Documentary
"Skin I Live In, The (La piel que habito) (2011)",Drama
Prom (2011),Comedy
Magic Trip (2011),Documentary
Project Nim (2011),Documentary
Win/win (2010),Drama
"Inbetweeners Movie, The (2011)",Adventure
"Future, The (2011)",Drama
"Interrupters, The (2011)",Documentary
Red State (2011),Action
Chinese Take-Out (Chinese Take-Away) (Un cuento chino) (2011),Comedy
I Don't Know How She Does It (2011),Comedy
April Love (1957),Comedy
Shark Night 3D (2011),Horror
Contagion (2011),Sci-Fi
Moneyball (2011),Drama
Northanger Abbey (2007),Drama
"Avengers, The (2012)",Action
Tinker Tailor Soldier Spy (2011),Drama
"Separation, A (Jodaeiye Nader az Simin) (2011)",Drama
"Dangerous Method, A (2011)",Drama
Warrior (2011),Drama
"Ides of March, The (2011)",Drama
Kill List (2011),Horror
Killer Elite (2011),Action
50/50 (2011),Comedy
Clapham Junction (2007),Drama
Superman and the Mole-Men (1951),Children
The Artist (2011),Comedy
Take Shelter (2011),Drama
